,lat,lng,bairro,cep,cidade,complemento2,end,uf,unidadesPostagem
38412597,-18.9545308,-48.3540179,Panorama,38412597.0,Uberlândia,,Rua Catuaba,MG,[]
36052140,-21.7445417,-43.3449258,Grajaú,36052140.0,Juiz de Fora,,Rua Francisco Falci,MG,[]
30431177,-19.936526,-43.9613571,Grajaú,30431177.0,Belo Horizonte,- de 1223/1224 a 1399/1400,Rua Oscar Trompowsky,MG,[]
37704115,-19.9453264,-43.9905683535276,Dom Bosco,37704115.0,Poços de Caldas,,Rua Tupã,MG,[]
32051005,-19.9325414,-44.024705,Nazaré,32051005.0,Contagem,,Avenida Um,MG,[]
33913270,-19.9063975,-43.9488575,Menezes (Justinópolis),33913270.0,Ribeirão das Neves,,Rua Rodrigues Alves,MG,[]
32372000,-19.9151327,-44.0822206,Vila Paris,32372000.0,Contagem,,Rua Doutor Cassiano,MG,[]
35180442,-21.1154785,-42.9466227,Serenata,35180442.0,Timóteo,,Avenida Ari Barroso,MG,[]
39402081,-16.729644,-43.8406309,Santa Lúcia,39402081.0,Montes Claros,,Rua Antônio Prates,MG,[]
35932002,-20.0029012,-44.0461709,Santa Cecília,35932002.0,João Monlevade,,Rua Santos Dumont,MG,[]
32180640,-19.8853753,-44.0125102,São Mateus,32180640.0,Contagem,,Rua Atalaia,MG,[]
32667035,-21.7905471,-46.5566356,Guanabara,32667035.0,Betim,- até 449 - lado ímpar,Rua Jupiter,MG,[]
35700086,-18.8961067,-48.2654094,Boa Vista,35700086.0,Sete Lagoas,,Rua Santa Catarina,MG,[]
38705012,-18.601484,-46.5087932,Eldorado,38705012.0,Patos de Minas,,Rua Virgílio Pereira Caixeta,MG,[]
38410514,-18.9686236,-48.2332596,Laranjeiras,38410514.0,Uberlândia,,Rua Sampaio,MG,[]
38405190,-18.8897124,-48.2506344,Custódio Pereira,38405190.0,Uberlândia,,Rua Michele Virno,MG,[]
30662470,-19.989554,-44.0449601,Tirol (Barreiro),30662470.0,Belo Horizonte,,Rua Vereador Ciro Canaan,MG,[]
30550000,-19.938263600000006,-43.9821281,Salgado Filho,30550000.0,Belo Horizonte,,Rua Lagoa da Prata,MG,[]
36880035,,,Centro,36880035.0,Muriaé,,Travessa Francisco Navarro Carreteiro,MG,[]
31995270,-19.8328113,-43.8902789,Paulo VI,31995270.0,Belo Horizonte,,Rua Cana-caiana,MG,[]
39402427,-16.747089300000006,-43.857595,São Judas Tadeu,39402427.0,Montes Claros,,Rua Geraldito de Souza Lima,MG,[]
36090150,-21.6925486,-43.4295476,Benfica,36090150.0,Juiz de Fora,,Rua Coronel Felício Lima,MG,[]
39403148,-19.924854,-44.1227339,Conjunto Joaquim Costa,39403148.0,Montes Claros,,Rua Dois,MG,[]
38037510,-19.4604405,-42.53263270000001,Conjunto José Vallim de Melo,38037510.0,Uberaba,,Rua Apucarana,MG,[]
30575320,-19.9690352,-43.9723667,Buritis,30575320.0,Belo Horizonte,,Rua Bolivar Ferreira de Melo,MG,[]
39403105,-16.7528143,-43.8697994,Conjunto Joaquim Costa,39403105.0,Montes Claros,,Rua Francisco Zumbi dos Palmares,MG,[]
31550240,-19.839863,-43.9888542,Copacabana,31550240.0,Belo Horizonte,,Rua Eugênio Sales,MG,[]
32240180,-19.972248800000006,-44.0449981,Santa Maria,32240180.0,Contagem,,Rua Industrial,MG,[]
33113020,-22.7422517,-46.3756361,Belo Vale,33113020.0,Santa Luzia,,Rua Maria do Carmo da Silva,MG,[]
39404404,-19.8325902,-44.09169489999999,Santos Dumont,39404404.0,Montes Claros,,Rua B,MG,[]
30525510,-19.9314251,-44.0159852,Santa Maria,30525510.0,Belo Horizonte,,Rua das Ostras,MG,[]
36200674,-19.9215479,-44.0941958,Carmo,36200674.0,Barbacena,,Rua I,MG,[]
39404057,-19.9215479,-44.0941958,Village do Lago I,39404057.0,Montes Claros,,Rua Um,MG,[]
30622630,-20.0016873,-44.0800151,Bonsucesso (Barreiro),30622630.0,Belo Horizonte,,Rua Tiradentes,MG,[]
39404019,-16.696382,-43.8447473,Conjunto Residencial JK,39404019.0,Montes Claros,,Rua República do Equador,MG,[]
39782000,,,,39782000.0,Glucínio (Santa Maria do Suaçuí),,,MG,[]
37270973,-15.9644815,-41.4964305,Centro,37270973.0,Campo Belo,,Avenida Afonso Pena 171,MG,[]
36061300,-21.751624600000003,-43.32927960000001,Bonsucesso,36061300.0,Juiz de Fora,,Rua Acácio Paulino Pinto,MG,[]
32673584,-19.932178600000004,-44.15620870000001,Duque de Caxias,32673584.0,Betim,,Rua de Roma,MG,[]
38400686,-18.9039079,-48.2729453,Bom Jesus,38400686.0,Uberlândia,,Travessa João Donato,MG,[]
39403452,,,Vargem Grande II,39403452.0,Montes Claros,,Avenida Crisantino de Almeida,MG,[]
37704266,-21.8045658,-46.5635189,Jardim Centenário,37704266.0,Poços de Caldas,,Rua Geraldo Martins Costa,MG,[]
31260435,-21.8623173,-45.2882549,Suzana,31260435.0,Belo Horizonte,,Rua Marechal Rondon,MG,[]
31650400,,,Jardim dos Comerciários (Venda Nova),31650400.0,Belo Horizonte,,Rua José Eugênio Pereira,MG,[]
39414000,,,,39414000.0,Nova Esperança (Montes Claros),,,MG,[]
30720440,-19.9162017,-43.9734023,Padre Eustáquio,30720440.0,Belo Horizonte,,Rua Tuiuti,MG,[]
39400501,-16.732857,-43.8706561,Vila Guilhermina,39400501.0,Montes Claros,,Rua Mário Botelho,MG,[]
36424000,,,,36424000.0,Queluzito,,,MG,[]
39411000,,,,39411000.0,São Pedro da Garça (Montes Claros),,,MG,[]
31610100,-19.8143867,-43.95079370000001,Venda Nova,31610100.0,Belo Horizonte,,Rua Domingos Grosso,MG,[]
39402412,-19.9872358,-43.9908512,Canelas,39402412.0,Montes Claros,,Rua André Luiz,MG,[]
39404696,-19.910246,-44.0309445,Raul Lourenço,39404696.0,Montes Claros,,Rua F,MG,[]
39540970,,,Centro,39540970.0,São João do Paraíso,,Avenida Doutor Ozório Adrião da Rocha 313,MG,[]
39555000,,,,39555000.0,Berizal,,,MG,[]
31540470,-19.829833800000007,-43.9915836,Jardim Leblon,31540470.0,Belo Horizonte,,Rua Pedrinópolis,MG,[]
38405024,-19.427190300000003,-44.2340175,Tibery,38405024.0,Uberlândia,,Avenida Suíça,MG,[]
37551193,,,Jardim Frederico,37551193.0,Pouso Alegre,- lado ímpar,Rua Rodolfo Teixeira,MG,[]
30626440,-20.0050669,-44.0079383,Cardoso (Barreiro),30626440.0,Belo Horizonte,,Rua Adolfo Cioletti,MG,[]
33902070,-20.0014717,-44.062348,Urca (Justinópolis),33902070.0,Ribeirão das Neves,,Rua Boa Vista,MG,[]
36201128,-19.9537778,-44.1239219,Santa Tereza II,36201128.0,Barbacena,,Rua João Pinheiro,MG,[]
39400090,-15.590343300000002,-44.0942512,Centro,39400090.0,Montes Claros,- de 646/647 ao fim,Rua Correia Machado,MG,[]
38442086,-18.6428992,-48.2003566,Goiás,38442086.0,Araguari,,Rua dos Limpadores,MG,[]
30610410,-19.9639293,-44.0000645,Indústrias I (Barreiro),30610410.0,Belo Horizonte,,Rua Zenilha Paixão,MG,[]
35663510,-19.8259443,-44.6001974,Prefeito Walter Martins Ferreira,35663510.0,Pará de Minas,,Rua Francisco de Assis Viana,MG,[]
30881340,-19.8966824,-44.0179298,São Salvador,30881340.0,Belo Horizonte,,Rua Tavares,MG,[]
38408748,-19.9567544,-43.9837112,Santa Luzia,38408748.0,Uberlândia,,Rua Nhá Chica,MG,[]
37582000,,,,37582000.0,Careaçu,,,MG,[]
35661429,,,Jardim das Piteiras II,35661429.0,Pará de Minas,- de 237/238 ao fim,Alameda dos Bálsamo,MG,[]
35501577,-19.9460416,-43.9976601,Jardinópolis,35501577.0,Divinópolis,,Rua Sucupira,MG,[]
30720130,-19.9183709,-43.9695778,Padre Eustáquio,30720130.0,Belo Horizonte,,Rua Rosais,MG,[]
36213000,,,,36213000.0,Dores de Campos,,,MG,[]
38400670,-18.8904895,-48.2601223,Brasil,38400670.0,Uberlândia,- até 1859/1860,Rua José Rezende dos Santos,MG,[]
36025270,-21.7797747,-43.3583844,São Mateus,36025270.0,Juiz de Fora,,Rua Doutor José Barbosa,MG,[]
35430094,-18.9411465,-48.2415846,Ipanema,35430094.0,Ponte Nova,,Rua Paulo Afonso,MG,[]
37026400,-21.572291,-45.43915379999999,Jardim Andere,37026400.0,Varginha,- até 495/496,Alameda do Café,MG,[]
39400417,-18.6622772,-48.1929463,Santa Rita I,39400417.0,Montes Claros,,Rua Padre Feijó,MG,[]
39785000,,,,39785000.0,São José da Safira,,,MG,[]
30240230,-19.8238845,-43.9525748,Serra,30240230.0,Belo Horizonte,- até 619/620,Rua Monte Alegre,MG,[]
38703578,,,Novo Horizonte,38703578.0,Patos de Minas,,Rua Adélio Pinto da Silva,MG,[]
37905000,,,,37905000.0,Fortaleza de Minas,,,MG,[]
31260300,-19.8586262,-43.9370083,Dona Clara,31260300.0,Belo Horizonte,,Rua Rita Alves Castanheira,MG,[]
33925420,-18.9524734,-48.2688655,Pedra Branca (Justinópolis),33925420.0,Ribeirão das Neves,,Rua Torres,MG,[]
35162250,-19.4800228,-42.5851081,Bom Jardim,35162250.0,Ipatinga,,Rua Cravina,MG,[]
31990360,-19.8479483,-43.8998411,Nazaré,31990360.0,Belo Horizonte,,Rua Cleanto,MG,[]
36032610,-21.7906634,-43.3555044,Ipiranguinha,36032610.0,Juiz de Fora,,Rua Antônio Batista,MG,[]
36788000,,,,36788000.0,Itamarati de Minas,,,MG,[]
35270000,,,,35270000.0,Mendes Pimentel,,,MG,[]
35701562,-19.4353298,-44.2277643,Interlagos II,35701562.0,Sete Lagoas,,Rua Nair Miranda Cisalpino,MG,[]
30720416,-19.9178945,-43.9797706,Padre Eustáquio,30720416.0,Belo Horizonte,- até 575/576,Rua Henrique Gorceix,MG,[]
31210370,-19.9112357,-43.9496755,Bonfim,31210370.0,Belo Horizonte,,Rua Arceburgo,MG,[]
38180722,,,Conjunto Habitacional Boa Vista,38180722.0,Araxá,,Rua Jair Alves Ribeiro,MG,[]
32340040,-19.9274668,-44.004636700000006,Glória,32340040.0,Contagem,,Rua Manoel Teixeira Camargos,MG,[]
30881240,-19.897357100000004,-44.016231,São Salvador,30881240.0,Belo Horizonte,,Rua Colina,MG,[]
39350972,-21.5383092,-43.20126111701679,Bom Jesus da Vereda,39350972.0,Ibiaí,,Praça da Igreja S/n,MG,[]
35701459,,,Funcionários,35701459.0,Sete Lagoas,,Rua Geraldo Teixeira Barbosa,MG,[]
35500239,-19.9194268,-43.88805900000001,São João de Deus,35500239.0,Divinópolis,,Rua Fósforo,MG,[]
31870130,-19.8492431,-43.9010825,Belmonte,31870130.0,Belo Horizonte,,Rua Domingos Rodrigues Costa,MG,[]
35500477,,,Interlagos,35500477.0,Divinópolis,,Avenida Antonieta Nogueira,MG,[]
37706208,-21.8532271,-46.56810770000001,Conjunto Habitacional Pedro Afonso Junqueira,37706208.0,Poços de Caldas,- de 461/462 ao fim,Rua Antônio Consentino,MG,[]
31170750,-19.878928,-43.922932,União,31170750.0,Belo Horizonte,,Rua San Martin,MG,[]
36923972,,,Centro,36923972.0,Luisburgo,,Rua Petronilho Inácio de Souza 55,MG,[]
37655000,,,,37655000.0,Itapeva,,,MG,[]
35660040,-19.8926543,-44.021719,Centro,35660040.0,Pará de Minas,,Rua dos Expedicionários,MG,[]
39415000,,,,39415000.0,Miralta (Montes Claros),,,MG,[]
39402226,-16.7403175,-43.8522729,Santa Rita II,39402226.0,Montes Claros,,Rua José Avelino Pereira,MG,[]
36815000,,,,36815000.0,Fervedouro,,,MG,[]
32185280,-20.0029012,-44.0461709,Nacional,32185280.0,Contagem,,Rua Santos Dumont,MG,[]
37701026,-19.9298239,-44.1088658,Centro,37701026.0,Poços de Caldas,,Rua Pará,MG,[]
39245000,,,,39245000.0,Presidente Juscelino,,,MG,[]
35660360,,,Redentor,35660360.0,Pará de Minas,,Rua Izaltino de Almeida Mendonça,MG,[]
35162433,-19.4512931,-42.5900241,Limoeiro,35162433.0,Ipatinga,,Rua Abacates,MG,[]
35164413,-19.7823692,-43.8463965,Parque das Águas,35164413.0,Ipatinga,,Rua Rio São Francisco,MG,[]
33045240,-19.97657,-43.996463,Frimisa,33045240.0,Santa Luzia,,Rua D,MG,[]
35502115,-19.8697883,-44.0169146,Das Oliveiras,35502115.0,Divinópolis,,Rua Guanabara,MG,[]
36773290,,,Colinas,36773290.0,Cataguases,,Rua Doutor Walter Gomes Rosa,MG,[]
31920740,-21.3363796,-46.3684786,Maria Goretti,31920740.0,Belo Horizonte,,Avenida Nossa Senhora da Saúde,MG,[]
30840430,-19.8880639,-43.99813870000001,Castelo,30840430.0,Belo Horizonte,,Rua Doutor Rubens Guimarães,MG,[]
30870010,-19.9102908,-44.00315120000001,Glória,30870010.0,Belo Horizonte,,Rua Juno,MG,[]
31035200,-19.8997443,-43.9121786,Horto Florestal,31035200.0,Belo Horizonte,- até 1000/1001,Rua Gustavo da Silveira,MG,[]
30260150,-19.763886300000006,-47.9481893,Santa Efigênia,30260150.0,Belo Horizonte,,Rua Frutal,MG,[]
38180136,-19.5773794,-46.9460744,Leblon,38180136.0,Araxá,,Rua Edmundo Rodrigues da Silva,MG,[]
37701171,-20.0029012,-44.0461709,São Benedito,37701171.0,Poços de Caldas,,Rua Santos Dumont,MG,[]
30285170,-19.9049577,-43.8910994,Vera Cruz,30285170.0,Belo Horizonte,- até 2096/2097,Rua Desembargador Bráulio,MG,[]
31510470,-19.8202061,-43.9631735474125,São João Batista (Venda Nova),31510470.0,Belo Horizonte,,Rua Mariana Amélia de Azevedo,MG,[]
35500014,-18.8907419,-48.2627815,Centro,35500014.0,Divinópolis,,Rua Alagoas,MG,[]
37701001,-18.8970987,-48.2654269,Centro,37701001.0,Poços de Caldas,- de 1119/1120 a 1561/1562,Rua Rio Grande do Sul,MG,[]
32675432,-19.9946357,-44.012415,Vila Cristina,32675432.0,Betim,,Rua Três Marias,MG,[]
38405361,-18.8846601,-48.2438435,Alto Umuarama,38405361.0,Uberlândia,,Rua Antônio Junqueira Resende,MG,[]
30555270,-19.9542854,-43.972527,Havaí,30555270.0,Belo Horizonte,,Rua do Grotão,MG,[]
31742538,,,Jardim Felicidade,31742538.0,Belo Horizonte,,Rua João Francisco Neto,MG,[]
36210000,,,,36210000.0,Desterro do Melo,,,MG,[]
36048520,-21.684468,-43.3460046,Grama,36048520.0,Juiz de Fora,,Rua Roberto Procópio,MG,[]
36200124,,,Centro,36200124.0,Barbacena,,Rua Piratinin,MG,[]
37031211,-21.5599311,-45.4683708,Residencial Belo Horizonte,37031211.0,Varginha,,Rua José Ribeiro de Almeida,MG,[]
30330150,-19.9453134,-43.9364757,São Pedro,30330150.0,Belo Horizonte,,Rua Padre Severino,MG,[]
35384000,,,,35384000.0,Santa Cruz do Escalvado,,,MG,[]
37056070,-21.5707732,-45.4260561,Santana,37056070.0,Varginha,,Rua Culuene,MG,[]
30380204,-19.9856114,-43.4537153,Coração de Jesus,30380204.0,Belo Horizonte,,Beco do Coqueiro,MG,[]
39401173,-20.0156832,-44.036343,Santos Reis,39401173.0,Montes Claros,,Beco Beija-Flor,MG,[]
36047100,-21.7217193,-43.3530567,Bandeirantes,36047100.0,Juiz de Fora,,Rua Aurora Tristão,MG,[]
38405002,-18.9076592,-48.2556693,Tibery,38405002.0,Uberlândia,,Avenida Noruega,MG,[]
35431101,-20.4202112,-42.8935655,Cidade Nova,35431101.0,Ponte Nova,,Travessa João Mayrink,MG,[]
38410086,-18.9485777,-48.2355311,Granada,38410086.0,Uberlândia,,Alameda Maria Lemes de Souza,MG,[]
37505131,,,Boa Vista,37505131.0,Itajubá,,Rua Professora Ivone de Barros Martins,MG,[]
31742081,-19.8355897,-43.9356581,Floramar,31742081.0,Belo Horizonte,,Rua Coronel Álvaro Teixeira da Costa,MG,[]
35162520,-19.4547274,-42.5583586,Vila Celeste,35162520.0,Ipatinga,,Rua Quiruá,MG,[]
35900442,,,Água Fresca,35900442.0,Itabira,- até 716/717,Rua Valdemar de Alvarenga Lage,MG,[]
32240230,-19.9728514,-44.0474789979152,Santa Maria,32240230.0,Contagem,,Praça Santa Maria,MG,[]
33010470,-20.0014717,-44.062348,Camelos,33010470.0,Santa Luzia,,Rua Boa Vista,MG,[]
32072210,-19.9286746,-44.1151527,Petrolândia,32072210.0,Contagem,,Rua Petróleo,MG,[]
36036080,-21.7504294,-43.35395250000001,Morro da Glória,36036080.0,Juiz de Fora,,Rua Doutor Edgard Quinet,MG,[]
30492025,-19.9694475,-43.9679376,Buritis,30492025.0,Belo Horizonte,,Rua Professora Bartira Mourão,MG,[]
37550490,-22.2505271,-45.7001565,São João,37550490.0,Pouso Alegre,,Rua Nova,MG,[]
31360220,-19.8755782,-44.0072515,Santa Terezinha,31360220.0,Belo Horizonte,,Rua Senador Virgílio Tavara,MG,[]
31320150,-19.8839829,-43.9846328,Ouro Preto,31320150.0,Belo Horizonte,,Rua Luiz Lopes,MG,[]
32013680,-20.0070895,-44.0142883,Fonte Grande,32013680.0,Contagem,,Rua C,MG,[]
37550043,-21.2221015,-43.7695189,Centro,37550043.0,Pouso Alegre,- até 339/340,Rua Olegário Maciel,MG,[]
39350000,,,,39350000.0,Ibiaí,,,MG,[]
34007970,,,Jardim Canadá,34007970.0,Nova Lima,,Avenida Toronto 508,MG,[]
37068010,,,Jardim Ribeiro,37068010.0,Varginha,,Rua Amélia de Biagi Bueno,MG,[]
36110000,,,,36110000.0,Chácara,,,MG,[]
32425065,-19.974071,-43.9928167,Vila Ideal (Parque Durval de Barros),32425065.0,Ibirité,,Rua Maria de Lourdes,MG,[]
38412096,-18.941619,-48.3025764,Tubalina,38412096.0,Uberlândia,- de 2 ao fim - lado par,Avenida Doutor Arnaldo Godoy de Souza,MG,[]
38130000,,,,38130000.0,Campo Florido,,,MG,[]
32404626,-20.010498,-44.0453715,Parque Elizabeth,32404626.0,Ibirité,,Rua Presidente Castelo Branco,MG,[]
39401032,-16.7382861,-43.87676920000001,Funcionários,39401032.0,Montes Claros,,Rua Ary Colen,MG,[]
32310400,-19.9358437,-44.037113700000006,Eldorado,32310400.0,Contagem,,Rua Paineiras,MG,[]
30520520,-19.9375988,-44.0208628,Camargos,30520520.0,Belo Horizonte,,Rua Professor Eloy de Mattos,MG,[]
35700133,-19.4593945,-44.23367,Boa Vista,35700133.0,Sete Lagoas,,Rua Professora Josefina Azeredo,MG,[]
36776000,,,,36776000.0,Aracati de Minas (Cataguases),,,MG,[]
37133582,-21.4284969,-45.9607267,Jardim Tropical,37133582.0,Alfenas,- até 133 - lado ímpar,Rua Antônio da Silva Lemos,MG,[]
31070080,-19.8850571,-43.9034497,Nova Vista,31070080.0,Belo Horizonte,- até 467/468 (trecho posterior pertence a(o) Sabará),Rua Dom Pedrito,MG,[]
32265240,-19.9549736,-44.048653,Riacho das Pedras,32265240.0,Contagem,,Rua Rio Manaus,MG,[]
36576184,-19.750306,-44.1518324,João Braz da Costa Val,36576184.0,Viçosa,,Rua Cristóvão Colombo,MG,[]
31575570,-19.8087836,-43.9967492,Lagoa,31575570.0,Belo Horizonte,,Rua Magda Magalhães Alves,MG,[]
31050290,-18.470332,-47.1926856,São Geraldo,31050290.0,Belo Horizonte,,Rua Dourados,MG,[]
38401094,-18.8990435,-48.2802347,Presidente Roosevelt,38401094.0,Uberlândia,,Rua Godofredo Machado,MG,[]
33140210,-19.6026752,-46.9438363,Maria Antonieta Mello Azevedo (São Benedito),33140210.0,Santa Luzia,,Rua Cláudio José de Faria,MG,[]
32623646,-19.8998563,-43.9733909,Santo Afonso,32623646.0,Betim,,Rua Goiânia,MG,[]
30280330,-18.9226388,-48.2565485,Pompéia,30280330.0,Belo Horizonte,,Rua Planalto,MG,[]
35500556,-19.4914405,-42.5231421,Dona Rosa,35500556.0,Divinópolis,,Rua Guatemala,MG,[]
35780000,,,,35780000.0,Cordisburgo,,,MG,[]
31565180,-19.834619600000003,-43.9681475,Santa Branca,31565180.0,Belo Horizonte,,Rua Júlio Diniz,MG,[]
30518390,,,Madre Gertrudes,30518390.0,Belo Horizonte,,Rua Expedicionário Olegário Rabelo Amorim,MG,[]
38910000,,,,38910000.0,Iguatama,,,MG,[]
35700499,-19.8998763,-43.94967860000001,Nossa Senhora das Graças,35700499.0,Sete Lagoas,,Rua do Rosário,MG,[]
36045310,-21.7428558,-43.3567982,Centenário,36045310.0,Juiz de Fora,,Rua Francisco Foini,MG,[]
35701414,-19.4457504,-44.2051631,Monte Carlo,35701414.0,Sete Lagoas,,Rua Gercino Pereira da Costa,MG,[]
31748212,-19.7969508,-43.9364638,Jaqueline,31748212.0,Belo Horizonte,,Rua Ivapé,MG,[]
38061390,-19.991109,-44.0262262,Santa Marta,38061390.0,Uberaba,,Rua Belém,MG,[]
32661806,-20.171127,-44.8719374,Campos Elíseos,32661806.0,Betim,,Rua Tailândia,MG,[]
31652232,,,Jardim dos Comerciários (Venda Nova),31652232.0,Belo Horizonte,,Rua Laíde Ribeiro da Silva,MG,[]
30647970,-19.9758605,-44.0147912,Barreiro,30647970.0,Belo Horizonte,,Avenida Sinfrônio Brochado 550,MG,[]
35162080,-19.8266965,-43.97953370000001,Iguaçu,35162080.0,Ipatinga,,Rua Jês,MG,[]
38184302,-19.6073422,-46.94741,Guilhermina Vieira Chaer,38184302.0,Araxá,,Rua José Lemos Torres,MG,[]
31575300,-19.8081324,-43.9958977,Lagoinha Leblon (Venda Nova),31575300.0,Belo Horizonte,,Rua Olga Pimenta Guimarães,MG,[]
36572322,,,Nova Viçosa,36572322.0,Viçosa,,Rua Chotaro Shymoia,MG,[]
38738000,,,,38738000.0,Brejo Bonito (Cruzeiro da Fortaleza),,,MG,[]
36576118,-21.2437383,-45.2291187,Santo Antônio,36576118.0,Viçosa,,Rua Israel Pinheiro,MG,[]
38037360,-19.7763842,-47.9065094,Parque das Gameleiras,38037360.0,Uberaba,,Rua Antônio Zeferino dos Santos Júnior,MG,[]
35160204,-19.2633736,-41.8107979,Bela Vista,35160204.0,Ipatinga,,Rua Tarumirim,MG,[]
38401188,-18.893548100000004,-48.2919602,Presidente Roosevelt,38401188.0,Uberlândia,- de 3939/3940 ao fim,Avenida Cesário Crosara,MG,[]
35052808,-19.944252,-43.9713252,Turmalina,35052808.0,Governador Valadares,,Rua Pitanga,MG,[]
32071122,-19.9164865,-44.1254761,Sapucaia,32071122.0,Contagem,,Avenida das Tulipas,MG,[]
31840192,-19.8647334,-43.9282765,Guarani,31840192.0,Belo Horizonte,- de 9580 a 9758 - lado par,Avenida Cristiano Machado,MG,[]
36576146,,,Júlia Mollá,36576146.0,Viçosa,,Rua José Basílio de Figueiredo Júnior,MG,[]
32667566,-19.9168407,-44.0876358,Paulo Camilo,32667566.0,Betim,,Rua Santa Helena,MG,[]
39300973,-22.0644056,-43.6467287,Centro,39300973.0,São Francisco,,Rua Principal s/n,MG,[]
83705370,-25.5313796,-48.5439777,Capela Velha,83705370.0,Araucária,,Rua dos Jatobás,PR,[]
35500455,-20.1579372,-44.88326710000001,Interlagos,35500455.0,Divinópolis,,Rua Rosa Viterbo Gontijo,MG,[]
38045290,-19.7765665,-47.952745,Parque das Américas,38045290.0,Uberaba,,Rua Ismael Alonso Y Alonso,MG,[]
36784000,,,,36784000.0,Dona Euzébia,,,MG,[]
36270000,,,,36270000.0,Ressaquinha,,,MG,[]
38072210,-19.9271433,-43.9811145,Boa Vista,38072210.0,Uberaba,,Rua La Paz,MG,[]
38050110,-19.7574368,-47.9606004,Santa Maria,38050110.0,Uberaba,- até 1499/1500,Avenida Afrânio Azevedo,MG,[]
32145020,,,Feijão Miúdo,32145020.0,Contagem,,Rua Sargento Zacarias Celestino Homen,MG,[]
36604970,,,Centro,36604970.0,Rochedo de Minas,,Rua Domingos Soares Henriques 51 Loja 1,MG,[]
35162073,-19.910026100000003,-43.9741273,Iguaçu,35162073.0,Ipatinga,,Rua Hematita,MG,[]
36570099,-20.7580865,-42.8790083,Centro,36570099.0,Viçosa,,Avenida Santa Rita Centro,MG,[]
33930400,-20.0348005,-44.1311311,Maria Helena (Justinópolis),33930400.0,Ribeirão das Neves,,Rua Santa Margarida,MG,[]
35700226,-16.7613789,-43.8410601,Piedade,35700226.0,Sete Lagoas,,Rua João Mendes,MG,[]
37556418,-22.2449846,-45.8887948,Presidente Juscelino,37556418.0,Pouso Alegre,,Rua Mirabeau Ludovico,MG,[]
35700233,,,Catarina,35700233.0,Sete Lagoas,,Avenida Vinte e Um de Setembro,MG,[]
38700329,-18.8933762,-48.2633944,Santa Terezinha,38700329.0,Patos de Minas,,Rua Espirito Santo,MG,[]
37701352,-18.9296326,-48.2884862,Country Club,37701352.0,Poços de Caldas,- de 126/127 ao fim,Rua Senador Salgado Filho,MG,[]
37701010,-21.7882202,-46.5681943,Centro,37701010.0,Poços de Caldas,- até 273/274,Rua Prefeito Chagas,MG,[]
35500441,-21.2273513,-43.77717670000001,Porto Velho,35500441.0,Divinópolis,,Rua José Bonifácio,MG,[]
30730170,-19.9162647,-43.9845531,Padre Eustáquio,30730170.0,Belo Horizonte,,Rua Lorena,MG,[]
35185000,,,,35185000.0,Marliéria,,,MG,[]
35182034,,,São José,35182034.0,Timóteo,,Rua Mateus de Araújo Silva,MG,[]
39596000,,,,39596000.0,Botumirim,,,MG,[]
36972000,,,,36972000.0,Martins Soares,,,MG,[]
37701027,,,Centro,37701027.0,Poços de Caldas,,Rua Francisco Escobar,MG,[]
36200170,-19.8450832,-43.9525677,Boa Morte,36200170.0,Barbacena,,Rua Tancredo Esteves,MG,[]
