,lat,lng,bairro,cep,cidade,complemento2,end,uf,unidadesPostagem
37900554,-19.9491999,-44.0549268,Santa Luzia,37900554.0,Passos,- lado par,Rua Rio Doce,MG,[]
31742173,-19.8352723,-43.93030170000001,Jardim Guanabara,31742173.0,Belo Horizonte,,Rua Professora Gabriela Varela,MG,[]
31620560,-19.939232500000006,-44.0519839,Europa,31620560.0,Belo Horizonte,,Rua Haia,MG,[]
33980000,,,,33980000.0,Taquaraçu de Minas,,,MG,[]
30720400,-19.9219358,-43.9778446,Padre Eustáquio,30720400.0,Belo Horizonte,,Rua Vereador Geraldo Pereira,MG,[]
31140200,,,Graça,31140200.0,Belo Horizonte,- até 269/270,Rua Doutor Américo Gianetti,MG,[]
30668200,-19.9995956,-44.0330026,Santa Cecília Vale do Jatobá (Barreiro),30668200.0,Belo Horizonte,,Rua Santa Inês do Alto,MG,[]
35430012,-19.9679207,-44.033291,Centro,35430012.0,Ponte Nova,,Rua Benedito Valadares,MG,[]
35903990,,,,35903990.0,Itabira,,"Rua Baixada Grande, 216 - Barreiro",MG,[]
36305156,-19.8523391,-44.0249984,Matozinhos,36305156.0,São João Del Rei,,Rua Osvaldo Cruz,MG,[]
36202871,,,Vista Alegre,36202871.0,Barbacena,,Rua Romário Wilson Barbosa,MG,[]
39970000,,,,39970000.0,Pedra Azul,,,MG,[]
35430147,-20.4072735,-42.8977343,Triângulo,35430147.0,Ponte Nova,,Rua José Pedro Dias,MG,[]
36200970,-14.926457699999998,-42.8083805,Centro,36200970.0,Barbacena,,Rua José Bonifácio 23,MG,[]
38180248,,,Abolição,38180248.0,Araxá,,Rua Elizeu Alves Ferreira,MG,[]
31515420,-19.8262945,-43.9654472,São João Batista (Venda Nova),31515420.0,Belo Horizonte,,Rua Geralda Marinho,MG,[]
36202186,,,Diniz II,36202186.0,Barbacena,,Rua José Maria de Andrada Serpa,MG,[]
35702551,-19.4203237,-44.2271871,Verde Vale,35702551.0,Sete Lagoas,,Rua Gilberto Lucas Marques,MG,[]
39401605,-16.7169821,-43.8885706,Panorama II,39401605.0,Montes Claros,,Rua LM,MG,[]
36204000,-21.2172781,-43.7634146,Andaraí,36204000.0,Barbacena,,Rua São Vicente de Paula,MG,[]
37704466,,,Jardim Nova Aparecida,37704466.0,Poços de Caldas,,Parque Mira Serra,MG,[]
38400752,,,Bom Jesus,38400752.0,Uberlândia,,Avenida Marciano de Ávila,MG,[]
30570720,-19.9639932,-43.97174,Havaí,30570720.0,Belo Horizonte,,Rua Luiz Cosme,MG,[]
33010260,-19.7655146,-43.86000739999999,São Geraldo,33010260.0,Santa Luzia,,Rua José Silvino Teixeira de Melo,MG,[]
35500429,,,Porto Velho,35500429.0,Divinópolis,,Rua Isauro Ferreira,MG,[]
31580370,-19.8306617,-43.9953576,Céu Azul,31580370.0,Belo Horizonte,,Rua Antônio Ferreira de Barros,MG,[]
33820110,,,Veneza,33820110.0,Ribeirão das Neves,- até 629/630,Rua Josefa Alves da Silva,MG,[]
35902024,-15.7449277,-43.0211821,Gabiroba,35902024.0,Itabira,,Rua dos Militares,MG,[]
39237000,,,,39237000.0,Felixlândia,,,MG,[]
30692310,-19.9913855,-44.0539135,Jatobá (Barreiro),30692310.0,Belo Horizonte,,Rua Luisiânia,MG,[]
36360000,,,,36360000.0,Conceição da Barra de Minas,,,MG,[]
31550250,-19.8413483,-43.987056,Copacabana,31550250.0,Belo Horizonte,- de 466/467 ao fim,Rua Inácio Murta,MG,[]
38401593,,,Residencial Gramado,38401593.0,Uberlândia,,Alameda José Olimpio Mamede,MG,[]
33025380,-19.4623572,-42.5219505,Santa Matilde,33025380.0,Santa Luzia,,Rua Rio Tapajós,MG,[]
37430000,,,,37430000.0,Conceição do Rio Verde,,,MG,[]
38414656,-18.9457201,-48.3479225,Jardim Europa,38414656.0,Uberlândia,,Rua José de Souza Rezende,MG,[]
31330460,-19.8699501,-43.9958341,Paquetá,31330460.0,Belo Horizonte,,Rua Maria Cândida de Jesus,MG,[]
32672298,-20.0042998,-44.0667128,Senhora de Fátima,32672298.0,Betim,,Rua Gardênia,MG,[]
38408080,-18.9249895,-48.2542806,Santa Mônica,38408080.0,Uberlândia,,Rua Maria Dória Cunha,MG,[]
39801293,,,Matinha,39801293.0,Teófilo Otoni,,Rua Maria Magela do Espírito Santo,MG,[]
31742655,,,Jardim Felicidade,31742655.0,Belo Horizonte,,Rua José Furtado Sobrinho,MG,[]
39935000,,,,39935000.0,Santo Antônio do Jacinto,,,MG,[]
30431330,,,Nova Granada,30431330.0,Belo Horizonte,- até 629/630,Rua Industrial José Costa,MG,[]
35660390,-19.7872142,-47.9259638,São Cristóvão,35660390.0,Pará de Minas,,Rua Antônio Carlos,MG,[]
32611272,-19.9302005,-44.0465873,Icaivera,32611272.0,Betim,- de 400/401 ao fim,Rua Guairaça,MG,[]
39402322,-20.7129866,-46.5998677,Vila Sumaré,39402322.0,Montes Claros,,Rua Ponta Porã,MG,[]
39402434,-16.7538777,-43.8586091,Conjunto Cristo Rei,39402434.0,Montes Claros,,Rua Henrique Oliva Brasil,MG,[]
36850000,,,,36850000.0,Antônio Prado de Minas,,,MG,[]
30285552,-19.9508921,-43.9985097,Alto Vera Cruz,30285552.0,Belo Horizonte,,Beco Ipatinga,MG,[]
35170069,,,Nossa Senhora do Carmo,35170069.0,Coronel Fabriciano,,Rua Jerônimo de Oliveira,MG,[]
32183780,-19.872181,-44.03797210000001,Portal do Sol,32183780.0,Contagem,,Rua Polaris,MG,[]
35502262,-19.7520065,-47.9438939,Icaraí,35502262.0,Divinópolis,,Rua Paraíso,MG,[]
31640650,-19.8022426,-43.9753991,Jardim dos Comerciários (Venda Nova),31640650.0,Belo Horizonte,,Rua Jair Lopes Carvalho,MG,[]
36030580,-21.7940072,-43.3446034,Jardim de Alá,36030580.0,Juiz de Fora,,Rua Lourdes Fonseca Pinto,MG,[]
33110350,-19.7801982,-43.9204989,Conjunto Cristina (São Benedito),33110350.0,Santa Luzia,,Rua Ercília Rocha Franco,MG,[]
31872610,-19.8178121,-43.894017100000006,Monte Azul,31872610.0,Belo Horizonte,,Rua Professor Carlos de Almeida,MG,[]
35780970,-19.916665100000003,-48.385015,Centro,35780970.0,Cordisburgo,,Rua Governador Valadares 29,MG,[]
37501064,-22.4240022,-45.4498818,Varginha,37501064.0,Itajubá,,Rua Antônio Correa Cardoso,MG,[]
35184040,-19.8689885,-44.0000876,Cachoeira do Vale,35184040.0,Timóteo,,Rua Piauí,MG,[]
36205722,-19.9997767,-44.0795406,Nova Cidade,36205722.0,Barbacena,,Rua Congonhas,MG,[]
38406574,-19.9894029,-43.8950442,Bosque dos Buritis,38406574.0,Uberlândia,,Alameda Castanheiras,MG,[]
39401447,-19.9370317,-43.9191848,Esplanada,39401447.0,Montes Claros,,Rua Monte Sião,MG,[]
35162331,-19.4711159,-42.5732972,Esperança,35162331.0,Ipatinga,,Rua Luzerna,MG,[]
35902030,,,Gabiroba,35902030.0,Itabira,,Rua dos Programadores,MG,[]
30580580,-19.9595428,-43.991105,Betânia,30580580.0,Belo Horizonte,,Rua Margarida Maria de Carvalho,MG,[]
35170193,-19.4905204,-42.62715479999999,São Geraldo,35170193.0,Coronel Fabriciano,,Rua Alípio José da Silva,MG,[]
35164458,-19.9096931,-44.1206164,Planalto II,35164458.0,Ipatinga,,Rua Três,MG,[]
37505505,-22.4039867,-45.4634556,Vila Betel,37505505.0,Itajubá,- de 1541/1542 ao fim,Avenida Clemente Teodoro da Silva,MG,[]
37855000,,,,37855000.0,São Pedro da União,,,MG,[]
30882070,-19.8880479,-44.0100092,Conjunto Celso Machado,30882070.0,Belo Horizonte,,Rua Litorânea,MG,[]
37143000,,,,37143000.0,Serrania,,,MG,[]
33045800,-19.9365032,-44.0306404,Frimisa,33045800.0,Santa Luzia,,Rua AX,MG,[]
31578600,-19.8196285,-44.0016099,Céu Azul,31578600.0,Belo Horizonte,,Rua Radialista Delson Amanda,MG,[]
38080600,-19.7390508,-47.9094887,Residencial Estados Unidos,38080600.0,Uberaba,,Rua Márcio Luiz Camargos,MG,[]
39404670,-19.7823692,-43.8463965,Planalto,39404670.0,Montes Claros,,Rua Rio São Francisco,MG,[]
35189000,,,,35189000.0,Braúnas,,,MG,[]
38748899,-18.6075495,-48.6913391,Área Rural de Patrocínio,38748899.0,Patrocínio,,Área Rural,MG,[]
30512700,-19.9512309,-43.9996005,Vista Alegre,30512700.0,Belo Horizonte,,Rua Epaminondas Otoni,MG,[]
36500972,,,Centro,36500972.0,Ubá,,Rua Cônego Abreu e Silva 55 Loja 04 e 05,MG,[]
38185000,,,,38185000.0,Tapira,,,MG,[]
37589000,,,,37589000.0,Silvianópolis,,,MG,[]
38410076,-18.9444167,-48.2418223,Granada,38410076.0,Uberlândia,,Alameda Erotildes Ferreira Santos,MG,[]
38402292,-18.8824557,-48.2710831,Marta Helena,38402292.0,Uberlândia,- de 308/309 ao fim,Avenida Balaiadas,MG,[]
38055490,-19.7507239,-47.9673219,Olinda,38055490.0,Uberaba,,Rua Josina Rodrigues Borges,MG,[]
32220140,-19.9667085,-44.0213905,Jardim Industrial,32220140.0,Contagem,,Rua Pitágoras,MG,[]
31585210,-19.8230918,-44.0081338,Céu Azul,31585210.0,Belo Horizonte,,Rua Geraldo Moreira dos Santos,MG,[]
39864000,,,,39864000.0,Carlos Chagas,,,MG,[]
31570500,-19.8063253,-43.9837307,Piratininga (Venda Nova),31570500.0,Belo Horizonte,,Rua São Bernardo do Campo,MG,[]
36204506,-21.7917406,-43.3631821,Guarani,36204506.0,Barbacena,,Rua Maria Imaculada,MG,[]
30640445,-19.7504685,-44.1542104,Átila de Paiva (Barreiro),30640445.0,Belo Horizonte,,Rua Joana D'Arc,MG,[]
35162471,-19.453540300000004,-42.5886526,Limoeiro,35162471.0,Ipatinga,,Rua Uvas,MG,[]
36080000,-19.937472600000003,-43.94843529999999,Mariano Procópio,36080000.0,Juiz de Fora,- de 100/101 a 999/1000,Rua Bernardo Mascarenhas,MG,[]
33125120,-19.8796462,-44.0470778,São Benedito,33125120.0,Santa Luzia,,Rua Ubirajara,MG,[]
38401270,-21.0968596,-45.5615662,Santa Rosa,38401270.0,Uberlândia,,Rua Lamartine Babo,MG,[]
36033340,-21.7831585,-43.3657996,Cascatinha,36033340.0,Juiz de Fora,,Rua Francisco Vaz de Magalhães,MG,[]
35162315,-19.466816100000006,-42.5716101,Esperança,35162315.0,Ipatinga,,Rua Beladona,MG,[]
32677530,-19.918385,-43.987408,São Caetano,32677530.0,Betim,- de 210/211 ao fim,Rua Itamarati,MG,[]
31030140,-19.8358455,-44.0274476,Sagrada Família,31030140.0,Belo Horizonte,,Rua Campestre,MG,[]
38414370,-18.9213206,-48.3256521,Luizote de Freitas,38414370.0,Uberlândia,,Rua Malaquias Miguel da Silva,MG,[]
35057380,-16.7214157,-43.8861676,Grã-Duquesa,35057380.0,Governador Valadares,,Avenida Itália,MG,[]
37968000,,,,37968000.0,Monte Santo de Minas,,,MG,[]
36820970,-20.6136452,-42.1472669,Centro,36820970.0,Divino,,Rua Marinho Carlos de Souza 186,MG,[]
35908000,,,,35908000.0,Bom Jesus do Amparo,,,MG,[]
38401418,-18.90287,-48.304823,Jardim Brasília,38401418.0,Uberlândia,,Rua do Sol,MG,[]
35430156,-20.4050612,-42.8984523,Triângulo,35430156.0,Ponte Nova,,Rua Doutor Jarbas Sertório de Carvalho,MG,[]
39400057,-16.725623000000002,-43.8622227,Centro,39400057.0,Montes Claros,,Rua Pires e Albuquerque,MG,[]
31630160,,,Serra Verde (Venda Nova),31630160.0,Belo Horizonte,,Avenida Neném Lara Rocha,MG,[]
38402228,-18.8668482,-48.2572846,Marta Helena,38402228.0,Uberlândia,- até 2368/2369,Avenida Comendador Alexandrino Garcia,MG,[]
31340320,-19.8663324,-43.9925376,Bandeirantes (Pampulha),31340320.0,Belo Horizonte,,Rua Treviso,MG,[]
30692040,-19.9951972,-44.0538372,Itaipu (Barreiro),30692040.0,Belo Horizonte,,Rua Silfide,MG,[]
38407336,-18.9159338,-48.1847063,Morumbi,38407336.0,Uberlândia,,Rua Caruru,MG,[]
35590971,,,Centro,35590971.0,Lagoa da Prata,,Praça Coronel Carlos Bernardes 120,MG,[]
36773559,,,Granjaria,36773559.0,Cataguases,,Rua Altina Maria Simões,MG,[]
35500116,-30.0075612,-51.1939465130334,Afonso Pena,35500116.0,Divinópolis,,Rua Torneiras,MG,[]
37018040,,,Vila Paiva,37018040.0,Varginha,- até 161/162,Rua Aracy Pinto Paiva,MG,[]
37137684,-16.7350619,-43.8904511,Jardim Primavera,37137684.0,Alfenas,- até 268/269,Alameda das Sibipirunas,MG,[]
32240010,-19.969998800000006,-44.0399253,Amazonas,32240010.0,Contagem,,Rua Amapá,MG,[]
36026440,-21.7780177,-43.3470931,Alto dos Passos,36026440.0,Juiz de Fora,,Rua Padre João Emílio,MG,[]
35501065,-21.5702576,-45.4389106,Cidade Jardim,35501065.0,Divinópolis,,Rua Machado,MG,[]
36050285,-22.1288458,-45.061152,Progresso,36050285.0,Juiz de Fora,,Rua Américo Lobo,MG,[]
30850440,-19.916846600000003,-44.003263,Dom Bosco,30850440.0,Belo Horizonte,,Rua Waldemar Rocha,MG,[]
38410522,-18.9635256,-48.2396064,Laranjeiras,38410522.0,Uberlândia,,Rua Soberania,MG,[]
37505178,-22.4157069,-45.4638115,Vila Isabel,37505178.0,Itajubá,,Rua Antônio Pereira Macedo,MG,[]
37136110,-19.952447600000006,-44.12361129999999,Residencial Oliveira,37136110.0,Alfenas,- até 348/349,Rua Lambari,MG,[]
32015180,-19.9210902,-44.0965456,Santa Helena,32015180.0,Contagem,,Rua Délio da Consolação Rocha,MG,[]
37133778,-21.424875,-45.9766263,Conjunto Habitacional Francelino Pereira dos Santos (Pinheirinho),37133778.0,Alfenas,,Rua José Pio da Silva,MG,[]
39527000,,,,39527000.0,Mato Verde,,,MG,[]
31573280,-19.8087194,-43.9925867,Piratininga (Venda Nova),31573280.0,Belo Horizonte,,Rua Arealva,MG,[]
31930670,-19.8602874,-43.9169401,Eymard,31930670.0,Belo Horizonte,,Rua Altino Teixeira,MG,[]
36010040,-20.00374,-44.068135,Centro,36010040.0,Juiz de Fora,- de 0393/394 a 796/797,Rua Espírito Santo,MG,[]
38412215,-19.5418067,-44.0983894,Jardim das Palmeiras,38412215.0,Uberlândia,,Rua dos Colibris,MG,[]
37133502,,,São José,37133502.0,Alfenas,,Rua Eduardo Ferreira Dias,MG,[]
39536000,,,,39536000.0,Indaiabira,,,MG,[]
36070190,-21.7635744,-43.3311429,Costa Carvalho,36070190.0,Juiz de Fora,,Rua Olga Burnier,MG,[]
34700160,-19.8765378,-43.8970309,Alvorada,34700160.0,Sabará,,Rua Nana Kubitschek Soares,MG,[]
36045490,-19.9569113,-43.9962536,Santa Terezinha,36045490.0,Juiz de Fora,,Rua Santa Terezinha,MG,[]
31840120,-19.8436283,-43.9263107,Guarani,31840120.0,Belo Horizonte,,Rua Cambuí,MG,[]
38446126,-18.662833,-48.1783895,Amorim,38446126.0,Araguari,,Rua Augusto Chagas,MG,[]
36307161,,,Vila Belizário,36307161.0,São João Del Rei,,Rua Lourival Gonçalves de Andrade,MG,[]
39400557,-16.701462799999998,-43.8513204,Tancredo Neves,39400557.0,Montes Claros,,Rua Mazzaropi,MG,[]
37704200,-21.8026132,-46.5441197,Jardim Ipê,37704200.0,Poços de Caldas,,Rua Benedita Lucas da Silva,MG,[]
38055470,-19.7574368,-47.9606004,Olinda,38055470.0,Uberaba,- de 1501/1502 ao fim,Avenida Afrânio Azevedo,MG,[]
36880970,,,Centro,36880970.0,Muriaé,,Praça Coronel Pacheco de Medeiros 260,MG,[]
38405196,-19.8071034,-43.92512070000001,Custódio Pereira,38405196.0,Uberlândia,,Rua José Agostinho,MG,[]
38400384,-18.9125454,-48.2901455,Martins,38400384.0,Uberlândia,,Rua Rafael Rinaldi,MG,[]
36026420,-21.7780177,-43.3470931,Alto dos Passos,36026420.0,Juiz de Fora,,Rua Severiano Sarmento,MG,[]
39800232,-19.9397907,-43.9893361,Bela Vista,39800232.0,Teófilo Otoni,,Rua Liberdade,MG,[]
35164099,-19.4351279,-42.5549478,Bethânia,35164099.0,Ipatinga,,Rua Pretória,MG,[]
36596000,,,,36596000.0,Estevão de Araújo (Araponga),,,MG,[]
38703701,-16.382012,-46.9054198,Jardim Esperança,38703701.0,Patos de Minas,,Rua das Guarirobas,MG,[]
32681860,-19.9524745,-44.1135889,Jardim Teresópolis,32681860.0,Betim,,Beco Itaparica,MG,[]
36774660,-21.3726243,-42.6783496,São Sebastião,36774660.0,Cataguases,,Rua Agostinho Neves,MG,[]
36300174,-19.930893,-44.0824588,Tejuco,36300174.0,São João Del Rei,,Rua Santo Antônio,MG,[]
32628182,-19.9003646,-44.0327718,Vianópolis,32628182.0,Betim,- de 500/501 ao fim,Rua Ipê,MG,[]
35163054,-19.9123416,-43.9656068,Tiradentes,35163054.0,Ipatinga,,Rua Cataguases,MG,[]
35701171,-19.479257500000006,-44.2501385,Vale das Palmeiras,35701171.0,Sete Lagoas,,Rua João Antunes França,MG,[]
35501185,-19.927940600000003,-43.9664091,Tietê,35501185.0,Divinópolis,,Rua Rio Negro,MG,[]
35040300,-18.8940254,-41.9730204,Santa Rita,35040300.0,Governador Valadares,,Rua Joaquim Costa,MG,[]
37567000,,,,37567000.0,São Sebastião da Bela Vista,,,MG,[]
37551035,,,Jardim América,37551035.0,Pouso Alegre,- de 382/383 ao fim,Avenida Doutor Arthur Ribeiro Guimarães,MG,[]
37551009,-22.233558,-45.9471287,Jardim Noronha,37551009.0,Pouso Alegre,,Rua Pedro Alves da Cunha,MG,[]
35171099,-19.5103802,-42.6277234,Júlia Kubitschek,35171099.0,Coronel Fabriciano,,Rua Geraldo Rodrigues Soares,MG,[]
38408378,-19.961807,-44.3305054,Saraiva,38408378.0,Uberlândia,- de 1424/1425 ao fim,Rua Machado de Assis,MG,[]
38400753,-18.909176100000003,-48.2900221,Bom Jesus,38400753.0,Uberlândia,- até 400/401,Avenida Estrêla do Sul,MG,[]
35660970,-19.7442346,-47.930304,Centro,35660970.0,Pará de Minas,,Praça Afonso Pena 42,MG,[]
31873150,-19.9215479,-44.0941958,Maria Tereza,31873150.0,Belo Horizonte,,Rua Um,MG,[]
38413189,-18.9353852,-48.3161391,Planalto,38413189.0,Uberlândia,,Rua do Cabeleireiro,MG,[]
39401844,-16.7069909,-43.8472859,Alcides Rabelo,39401844.0,Montes Claros,,Avenida Josefina Rabelo,MG,[]
32611664,-19.9510999,-44.186347,Parque do Cedro (Icaivera),32611664.0,Betim,,Rua Newton Amaral Franco,MG,[]
32143220,-19.915815,-44.1288327,Milanez,32143220.0,Contagem,,Rua Vinte e Um,MG,[]
35302272,-19.780521,-42.1300955,Vale do Sol,35302272.0,Caratinga,,Rua Cota Silva,MG,[]
35162887,-18.7670485,-41.3085632,Chácaras Madalena,35162887.0,Ipatinga,,Rua Sálvia,MG,[]
32340410,-19.946127800000006,-44.0562302,Santa Cruz Industrial,32340410.0,Contagem,,Rua Sirma,MG,[]
35171220,-19.930278,-44.0023886,Caladinho,35171220.0,Coronel Fabriciano,,Rua Maria da Penha Lima,MG,[]
31985060,-19.8515445,-43.9067986,São Gabriel,31985060.0,Belo Horizonte,,Rua Guarabira,MG,[]
36031020,,,Santa Luzia,36031020.0,Juiz de Fora,,Rua Cônego José Maria D'Assunção,MG,[]
30260270,-19.919463500000006,-43.9101328,Santa Efigênia,30260270.0,Belo Horizonte,,Avenida Mem de Sá,MG,[]
35681117,-20.085451899999995,-44.6064659,Parque Jardim Santanense,35681117.0,Itaúna,,Rua Lizandro Santos,MG,[]
38046558,-19.7891999,-48.0023763,Gleba Santa Mônica,38046558.0,Uberaba,,Rua Elvira Becker,MG,[]
35054100,-19.9094712,-44.0919909,Planalto,35054100.0,Governador Valadares,,Rua Nove,MG,[]
30260250,-19.925951,-43.9126049,Santa Efigênia,30260250.0,Belo Horizonte,,Rua Aníbal Benévolo,MG,[]
38108000,,,,38108000.0,Delta,,,MG,[]
36892500,,,,36892500.0,Vermelho (Muriaé),,,MG,[]
38071400,-19.7241589,-47.9150842,Vila Arquelau,38071400.0,Uberaba,,Rua Marco,MG,[]
36200692,-19.9096931,-44.1206164,Serra Verde,36200692.0,Barbacena,,Rua Três,MG,[]
38037260,-19.778035100000004,-47.9141914,Parque das Gameleiras,38037260.0,Uberaba,,Rua Francisco José Pinto,MG,[]
30514550,-20.5777515,-43.8085738,Vista Alegre,30514550.0,Belo Horizonte,,Rua Santa Cecília,MG,[]
31872470,-19.8192386,-43.902559,Ribeiro de Abreu,31872470.0,Belo Horizonte,,Rua Ewerton Camargos Gazolla,MG,[]
32183660,-19.851789,-44.0374956,Vale das Amendoeiras,32183660.0,Contagem,,Rua Maxixe,MG,[]
38302202,-18.8907419,-48.2627815,Universitário,38302202.0,Ituiutaba,,Rua Alagoas,MG,[]
36891899,-18.6075495,-48.6913391,Área Rural de Muriaé,36891899.0,Muriaé,,Área Rural,MG,[]
36887100,,,Santana,36887100.0,Muriaé,,Rua Doutor Nilo Pacheco de medeiros,MG,[]
36880172,-19.9445394,-43.9991914,Prefeito Hélio Araújo,36880172.0,Muriaé,,Rua São Sebastião,MG,[]
39400485,-16.9840562,-44.5786973,Vila Guilhermina,39400485.0,Montes Claros,,Rua Miguel Braga,MG,[]
36061340,-21.750828,-43.3290791,Bonsucesso,36061340.0,Juiz de Fora,,Rua José de Souza Chagas,MG,[]
30575232,-19.9743843,-43.9760527,Buritis,30575232.0,Belo Horizonte,,Rua Henrique Badaró Portugal,MG,[]
36060560,-21.7353218,-43.3262576,Linhares,36060560.0,Juiz de Fora,,Rua José Sobreira,MG,[]
36415970,-16.36107785,-46.9020489800345,Centro,36415970.0,Congonhas,,Praça Juscelino Kubitschek 35,MG,[]
38480000,,,,38480000.0,Tupaciguara,,,MG,[]
39403079,-19.938504100000007,-43.9778716,Maracanã,39403079.0,Montes Claros,,Rua Santos,MG,[]
36880041,-21.1276901,-42.3562029,Centro,36880041.0,Muriaé,- até 247/248,Rua Coronel Pereira Sobrinho,MG,[]
37524000,,,,37524000.0,Natércia,,,MG,[]
36201022,-21.2668802,-43.172692100000006,Boa Morte,36201022.0,Barbacena,,Rua Cônego Mário Quintão,MG,[]
32017390,-19.8970915,-44.0928236,Vila Magdalena,32017390.0,Contagem,- até 999/1000,Rua do Registro,MG,[]
38414402,-18.9241294,-48.3371394,Residencial Nosso Lar,38414402.0,Uberlândia,,Rua Ademar Vieira Tavares,MG,[]
36892100,,,,36892100.0,Boa Família (Muriaé),,,MG,[]
36880215,,,São Gotardo,36880215.0,Muriaé,,Rua Professora Odaléia Oliveira Moraes de Azevedo,MG,[]
36073130,,,Barão do Retiro,36073130.0,Juiz de Fora,,Avenida Doutor Francisco Alvares de Assis,MG,[]
32017680,-20.3855587,-43.5077766,Centro,32017680.0,Contagem,,Praça Silviano Brandão,MG,[]
31110548,-19.9041163,-43.9444019,São Cristóvão,31110548.0,Belo Horizonte,- de 1000 a 1650 - lado par,Avenida Presidente Antônio Carlos,MG,[]
35476000,,,,35476000.0,Piedade dos Gerais,,,MG,[]
36033160,,,Teixeiras,36033160.0,Juiz de Fora,(Jd Laranjeiras),Rua Joaquim D'Almeida,MG,[]
31515120,-19.820652300000006,-43.9561867,São João Batista (Venda Nova),31515120.0,Belo Horizonte,,Rua José da Costa,MG,[]
31035490,-19.600374,-41.5564601,Sagrada Família,31035490.0,Belo Horizonte,,Rua São Jerônimo,MG,[]
38443120,-18.6340076,-48.2140052,São Sebastião,38443120.0,Araguari,,Avenida das Madeiras,MG,[]
35188000,,,,35188000.0,Jaguaraçu,,,MG,[]
33930220,-20.0008114,-44.0662694,Maria Helena (Justinópolis),33930220.0,Ribeirão das Neves,,Rua São Tomé,MG,[]
31990540,-19.9057445,-44.0361671,Vista do Sol,31990540.0,Belo Horizonte,,Rua Dezenove,MG,[]
38405064,-19.9354504,-44.0481215,Tibery,38405064.0,Uberlândia,,Rua Grécia,MG,[]
32625182,-19.9591604,-44.23874470000001,Açude,32625182.0,Betim,,Rua Paz e Amor,MG,[]
30320080,-19.957334,-43.938711100000006,Sion,30320080.0,Belo Horizonte,- até 298/299,Rua Patagônia,MG,[]
36090250,-21.6925683,-43.4326835,Benfica,36090250.0,Juiz de Fora,,Rua dos Emboabas,MG,[]
30642510,-19.9899324,-44.0105994,Miramar (Barreiro),30642510.0,Belo Horizonte,,Rua Águia,MG,[]
36200102,-21.2287947,-43.7721689,Centro,36200102.0,Barbacena,,Rua General Câmara,MG,[]
33113170,-19.9212563,-44.05803770000001,Belo Vale,33113170.0,Santa Luzia,,Rua Vinte e Seis,MG,[]
30520420,-20.5163823,-43.70066729999999,Camargos,30520420.0,Belo Horizonte,,Rua Itaunense,MG,[]
36800970,,,Centro,36800970.0,Carangola,,Avenida Coronel Maximiano 36,MG,[]
35053120,-19.9536836,-44.1862469,Altinópolis,35053120.0,Governador Valadares,,Rua do Contorno,MG,[]
39402091,-19.9188785,-43.99636029999999,Santa Lúcia,39402091.0,Montes Claros,,Rua Aliança,MG,[]
35501247,-19.9896017,-44.0703508,São José,35501247.0,Divinópolis,,Rua Campo Belo,MG,[]
31210460,-19.9106827,-43.9543751,Bonfim,31210460.0,Belo Horizonte,,Rua D'Alva,MG,[]
37558105,-21.2182971,-43.7507518,São Geraldo,37558105.0,Pouso Alegre,,Rua Sapucaí,MG,[]
36307518,-21.1452994,-44.258241,Bonfim,36307518.0,São João Del Rei,,Rua Antônio de Abreu,MG,[]
35500244,-19.9986963,-44.08119170000001,São João de Deus,35500244.0,Divinópolis,,Rua Diamante,MG,[]
37561899,-18.6075495,-48.6913391,Área Rural de Pouso Alegre,37561899.0,Pouso Alegre,,Área Rural,MG,[]
36035220,-20.0018397,-44.0642068,Democrata,36035220.0,Juiz de Fora,,Rua Carangola,MG,[]
30535026,-19.9179133,-43.9939684,Dom Cabral,30535026.0,Belo Horizonte,,Rua Angoritaba,MG,[]
36152000,,,,36152000.0,Goianá,,,MG,[]
36031200,-21.796139,-43.3464512,Ipiranga,36031200.0,Juiz de Fora,,Rua Sebastião Nunes Costa,MG,[]
30720402,-19.9149695,-43.975468,Padre Eustáquio,30720402.0,Belo Horizonte,- até 569/570,Rua Castigliano,MG,[]
37504328,,,Açude,37504328.0,Itajubá,,Rua João Alkimin Filho,MG,[]
33934115,,,Lagoa (Justinópolis),33934115.0,Ribeirão das Neves,,Rua Vila Izabel,MG,[]
38402004,-21.6880471,-43.4374899,Nossa Senhora das Graças,38402004.0,Uberlândia,,Rua Bento Gonçalves,MG,[]
35162308,-19.9738937,-44.0525089,Esperança,35162308.0,Ipatinga,,Rua Alfazema,MG,[]
31255470,-19.7905101,-47.9456292,Universitário,31255470.0,Belo Horizonte,,Rua Lagoa Formosa,MG,[]
36083014,,,Encosta do Sol,36083014.0,Juiz de Fora,,Avenida Nicolau Ibraim Arbex,MG,[]
35700359,-19.4639746,-44.25761470000001,Jardim Arizona,35700359.0,Sete Lagoas,,Rua Juca Ferreira,MG,[]
35164783,-18.7497306,-44.41799620000001,Bethânia,35164783.0,Ipatinga,,Rua Val Paraíso,MG,[]
31255210,-19.8777891,-43.96209320000001,São Francisco,31255210.0,Belo Horizonte,,Rua Alcobaça,MG,[]
39402177,-19.9119099,-44.0354947,Delfino Magalhães,39402177.0,Montes Claros,,Rua N,MG,[]
32412061,-20.0248128,-44.064330700000006,Parque Estrela do Sul,32412061.0,Ibirité,,Rua Doutor Nelson Rangel da Silva,MG,[]
32180650,-19.8622954,-44.029672,São Mateus,32180650.0,Contagem,,Rua Piatã,MG,[]
