,bairro,cep,cidade,complemento2,end,uf,unidadesPostagem
89216312,Glória,89216312,Joinville,,Servidão Bruno Kneipel Júnior,SC,[]
88520000,Conta Dinheiro,88520000,Lages,- de 1371/1372 a 2445/2446,Avenida Luiz de Camões,SC,[]
88032200,Saco Grande,88032200,Florianópolis,,Servidão José Cândido Amorim,SC,[]
88807043,Mina União,88807043,Criciúma,,Rua Clarinda Brunelli Manenti,SC,[]
89223383,Jardim Sofia,89223383,Joinville,,Rua Cidade de Chapadão do Lageado,SC,[]
88806050,Vila Nova Esperança,88806050,Criciúma,,Rua Getúlio Cândido Albino,SC,[]
89032160,Salto Weissbach,89032160,Blumenau,,Rua Pero Vaz de Caminha,SC,[]
88803550,São Luiz,88803550,Criciúma,,Rua Laudelino Fernandes,SC,[]
88303000,Centro,88303000,Itajaí,- até 460 - lado par,Rua Brusque,SC,[]
89803355,São Cristóvão,89803355,Chapecó,,Servidão dos Cravos,SC,[]
88070160,Capoeiras,88070160,Florianópolis,,Rua Professora Áurea Cruz,SC,[]
88501000,Centro,88501000,Lages,- até 377/378,Rua Marechal Deodoro,SC,[]
89204670,América,89204670,Joinville,,Rua Araquari,SC,[]
89570000,,89570000,Pinheiro Preto,,,SC,[]
89030000,Itoupava Seca,89030000,Blumenau,- de 1374 ao fim - lado par,Rua São Paulo,SC,[]
88101195,Campinas,88101195,São José,,Rua Prefeito Silvestre Phillipi,SC,[]
88020480,Centro,88020480,Florianópolis,,Rua Laudelina Maria da Cruz Lemos,SC,[]
89230208,Jarivatuba,89230208,Joinville,,Rua Ana Martins Souza,SC,[]
88708791,São Martinho,88708791,Tubarão,,Avenida Nicolau Manoel da Silva,SC,[]
89420000,,89420000,Matos Costa,,,SC,[]
88524610,Vila Mariza,88524610,Lages,,Rua Terezinha Amaral Diehl,SC,[]
89770970,Centro,89770970,Seara,,Rua Beira Rio 149,SC,[]
88058088,Ingleses do Rio Vermelho,88058088,Florianópolis,,Servidão Ricardo Neves,SC,[]
88070250,Estreito,88070250,Florianópolis,,Rua Álvaro Cardoso,SC,[]
89225560,Aventureiro,89225560,Joinville,,Rua Ernesto Bachtold,SC,[]
88355357,Bateas,88355357,Brusque,,Rua José Jacob Brick,SC,[]
88090352,Coloninha,88090352,Florianópolis,- de  1202 ao fim,Rua Santa Rita de Cássia,SC,[]
89631000,,89631000,Ibicuí (Campos Novos),,,SC,[]
88111310,Jardim Cidade de Florianópolis,88111310,São José,,Rua Doralice Ramos Pinho,SC,[]
89219145,Costa e Silva,89219145,Joinville,,Rua Nelson Rodrigues,SC,[]
88905256,Nova Divinéia,88905256,Araranguá,- lado par,Rua José Francisco Alves,SC,[]
89805548,Passo dos Fortes,89805548,Chapecó,,Servidão Alan Kardec,SC,[]
88862000,,88862000,Treviso,,,SC,[]
89041002,Velha,89041002,Blumenau,- de 748 a 1800 - lado par,Rua General Osório,SC,[]
89235260,Boehmerwald,89235260,Joinville,,Rua Tenente Ayres Zacarias,SC,[]
89225599,Aventureiro,89225599,Joinville,,Rua Helena Casagrande Ramos,SC,[]
89899000,,89899000,Iporã do Oeste,,,SC,[]
88340152,Centro,88340152,Camboriú,,Rua Virgílio Rodrigues Pereira,SC,[]
89856971,Centro,89856971,Irati,,Rua Rodolfo Meurer 103,SC,[]
89253435,Jaraguá Esquerdo,89253435,Jaraguá do Sul,,Rua Loreno Antônio Marcatto,SC,[]
88130465,Ponte do Imaruim,88130465,Palhoça,,Rua José Adão,SC,[]
88815600,Nossa Senhora da Salete,88815600,Criciúma,,Rua São Bento do Sul,SC,[]
88065025,Campeche,88065025,Florianópolis,,Rua Xiniquá,SC,[]
88085150,Capoeiras,88085150,Florianópolis,- de 1002 ao fim  - lado par,Avenida Patrício Caldeira de Andrada,SC,[]
88058251,Ingleses do Rio Vermelho,88058251,Florianópolis,,Servidão Amélia Clara de Jesus,SC,[]
88058719,Ingleses do Rio Vermelho,88058719,Florianópolis,,Servidão Natividade,SC,[]
88106000,Picadas do Sul,88106000,São José,- de 883/884 ao fim,Rua Luiz Fagundes,SC,[]
89778000,,89778000,Arvoredo,,,SC,[]
89237180,Vila Nova,89237180,Joinville,,Rua São Gabriel Arcanjo,SC,[]
89222320,Bom Retiro,89222320,Joinville,,Rua Inconfidentes,SC,[]
88330590,Centro,88330590,Balneário Camboriú,- até 851/852,Rua 904,SC,[]
88136555,São Sebastião,88136555,Palhoça,,Rua Faial,SC,[]
88809470,Santo Antônio,88809470,Criciúma,,Rua Lourenço Zanette,SC,[]
88352300,Santa Terezinha,88352300,Brusque,,Rua Maria Madalena Dietrich,SC,[]
88813035,Próspera,88813035,Criciúma,,Rua Piauí,SC,[]
89810475,Belvedere,89810475,Chapecó,,Rua Joaquina Brizola Pedroso,SC,[]
89214727,Nova Brasília,89214727,Joinville,,Rua Francisco Alves,SC,[]
88701901,Centro,88701901,Tubarão,,Avenida Marcolino Martins Cabral 926,SC,[]
89228201,Comasa,89228201,Joinville,- de 529/530 ao fim,Rua João Ebert,SC,[]
88048300,Rio Tavares,88048300,Florianópolis,- até 2545/2546,Rodovia Doutor Antônio Luiz Moura Gonzaga,SC,[]
88410000,,88410000,Atalanta,,,SC,[]
88066420,Armação do Pântano do Sul,88066420,Florianópolis,,Avenida 3,SC,[]
89275000,,89275000,Schroeder,,,SC,[]
89205560,Boa Vista,89205560,Joinville,,Rua Adolfo Brezink,SC,[]
88308640,Cidade Nova,88308640,Itajaí,,Rua Paulo Arídio de Franca,SC,[]
89234145,Paranaguamirim,89234145,Joinville,,Rua Petúnia,SC,[]
89220350,Costa e Silva,89220350,Joinville,,Rua Ronaldo G Kluge,SC,[]
88064002,Ribeirão da Ilha,88064002,Florianópolis,- de 4619/4620 a 10124/10125,Rodovia Baldicero Filomeno,SC,[]
89220333,Costa e Silva,89220333,Joinville,,Rua Antonio Schmitt,SC,[]
89253455,Jaraguá Esquerdo,89253455,Jaraguá do Sul,,Rua Erich Kaufmann,SC,[]
88354550,Jardim Maluche,88354550,Brusque,,Rua Daniel Fischer,SC,[]
89060069,Fortaleza Alta,89060069,Blumenau,,Rua Luiz Krutzsch,SC,[]
88330414,Centro,88330414,Balneário Camboriú,- de 155/156 a 499/500,Rua 2400,SC,[]
88350750,Rio Branco,88350750,Brusque,,Rua Henrique Gohr,SC,[]
89036730,Velha,89036730,Blumenau,,Rua Euclides da Cunha,SC,[]
88803145,Comerciário,88803145,Criciúma,,Rua Vereador Cyro Bacha,SC,[]
88816350,Jardim das Paineiras,88816350,Criciúma,,Rodovia Antônio Darós,SC,[]
88122010,Sertão do Maruim,88122010,São José,,Rua Francisco Antônio da Silva,SC,[]
88107312,Forquilhas,88107312,São José,,Rua Julieta da Silva Melo,SC,[]
88348222,Tabuleiro (Monte Alegre),88348222,Camboriú,,Rua Ipê,SC,[]
89814590,Palmital,89814590,Chapecó,,Rua Recife,SC,[]
88040440,Carvoeira,88040440,Florianópolis,,Rua Marcus Aurélio Homem,SC,[]
88047460,Carianos,88047460,Florianópolis,,Rua José Xavier da Rosa,SC,[]
89253570,São Luís,89253570,Jaraguá do Sul,- até 319/320,Rua Antônio J Macedo,SC,[]
89232060,Boehmerwald,89232060,Joinville,- de 749/750 ao fim,Rua Engenheiro José Gomes,SC,[]
88812450,Quarta Linha,88812450,Criciúma,,Rua Pedro Honorato,SC,[]
89035620,Vila Nova,89035620,Blumenau,,Rua Frei Lucínio Korte,SC,[]
88810715,Archimedes Naspolini,88810715,Criciúma,,Rua João Elizeu Martins,SC,[]
88803150,Michel,88803150,Criciúma,- até 634/635,Rua Duarte da Costa,SC,[]
88806370,Cidade Mineira Nova,88806370,Criciúma,,Rua Alexandre Kestering,SC,[]
89812415,Universitário,89812415,Chapecó,,Rua José Marocco,SC,[]
88311335,Murta,88311335,Itajaí,,Rua Orlandina Amália Pires,SC,[]
88037150,Córrego Grande,88037150,Florianópolis,,Rua Abílio Costa,SC,[]
89025250,Glória,89025250,Blumenau,,Rua Félix Estevão Zunino,SC,[]
88806280,Promorar Vila Vitória,88806280,Criciúma,,Avenida Progresso,SC,[]
89227600,Iririú,89227600,Joinville,,Rua Franklin Roosevelt,SC,[]
89226680,Jardim Paraíso,89226680,Joinville,,Rua Draco,SC,[]
88058720,Ingleses do Rio Vermelho,88058720,Florianópolis,,Rua Tico-Tico,SC,[]
89218530,Costa e Silva,89218530,Joinville,,Rua Padre José Sandrup,SC,[]
88130710,Ponte do Imaruim,88130710,Palhoça,,Rua Rodolfo Scharf,SC,[]
88812382,Quarta Linha,88812382,Criciúma,,Rua Olavio Rosso,SC,[]
88056685,Ponta das Canas,88056685,Florianópolis,,Servidão Anhatomirim,SC,[]
89026620,Progresso,89026620,Blumenau,,Rua Carlos Schmidt,SC,[]
89231480,Paranaguamirim,89231480,Joinville,,Rua Edson Carlos Kuntze,SC,[]
89859000,,89859000,Formosa do Sul,,,SC,[]
88113300,Areias,88113300,São José,,Rua Francisco Jacinto de Melo,SC,[]
88047480,Carianos,88047480,Florianópolis,,Servidão Maria José Pereira,SC,[]
88331495,Praia dos Amores,88331495,Balneário Camboriú,,Rua Mário Quintana,SC,[]
88706535,Passagem,88706535,Tubarão,,Rua Marcelo Mendes Cardoso,SC,[]
89070230,Badenfurt,89070230,Blumenau,- de 1 ao fim - lado ímpar,Rua Nicolaus Barth,SC,[]
88064605,Ribeirão da Ilha,88064605,Florianópolis,,Servidão Heitor Manoel Dutra,SC,[]
88310550,Cordeiros,88310550,Itajaí,- até 594/595,Rua Gustavo Bernedt,SC,[]
88107320,Forquilhas,88107320,São José,,Rua Canário da Terra,SC,[]
89199000,,89199000,Santa Terezinha,,,SC,[]
88810300,Maria Céu,88810300,Criciúma,,Rodovia Sebastião Toledo dos Santos,SC,[]
89896000,,89896000,Itapiranga,,,SC,[]
89259770,Barra do Rio Molha,89259770,Jaraguá do Sul,,Rua Arnoldo Leonardo Schmitt,SC,[]
88305400,Barra do Rio,88305400,Itajaí,,Rua David Adão Schmitt,SC,[]
88906800,Coloninha,88906800,Araranguá,,Rua Antônio Manoel Henrique,SC,[]
89239730,Rio Bonito (Pirabeiraba),89239730,Joinville,,Rua Rudolpho Krelling,SC,[]
88117850,Barreiros,88117850,São José,- até 638/639,Rua do Iano,SC,[]
89163772,Progresso,89163772,Rio do Sul,,Rua Uldemar Trapp,SC,[]
88117405,Barreiros,88117405,São José,,Rua José Victor da Rosa,SC,[]
88090100,Capoeiras,88090100,Florianópolis,,Avenida Vereador Nagib Jabor,SC,[]
88021000,José Mendes,88021000,Florianópolis,,Rua José Maria da Luz,SC,[]
89178000,,89178000,Braço do Trombudo,,,SC,[]
88111670,Ipiranga,88111670,São José,- até 931/932,Rua João Paulo Gaspar,SC,[]
89069080,Itoupava Central,89069080,Blumenau,,Rua Augusto Ruschi,SC,[]
89216410,Glória,89216410,Joinville,,Rua Agrolândia,SC,[]
89558000,,89558000,Iomerê,,,SC,[]
88801140,Centro,88801140,Criciúma,,Rua Quinze de Novembro,SC,[]
88302450,Fazenda,88302450,Itajaí,,Rua Videira,SC,[]
88304290,São João,88304290,Itajaí,,Rua Aurora Tabalipa,SC,[]
89809500,Efapi,89809500,Chapecó,- até 767/768,Rua Cunha Pora - E,SC,[]
88113442,Real Parque,88113442,São José,,Rua Vereador Armando Schmidt,SC,[]
89224071,Jardim Iririú,89224071,Joinville,- de 725/726 ao fim,Rua Frontin,SC,[]
88107550,Forquilhas,88107550,São José,,Rua Joaquim José Meurer,SC,[]
88015130,Centro,88015130,Florianópolis,,Rua Esteves Júnior,SC,[]
89218640,Costa e Silva,89218640,Joinville,,Rua Afonso Kieper,SC,[]
88350695,Guarani,88350695,Brusque,,Rua João Westarb,SC,[]
89663000,,89663000,Ouro,,,SC,[]
88106325,Picadas do Sul,88106325,São José,,Rua Doze de Outubro,SC,[]
88048404,Rio Tavares,88048404,Florianópolis,,Servidão Manoel Adolpho Gonçalves,SC,[]
88810480,Mina do Mato,88810480,Criciúma,,Rua Tadeu Joaquim Silvano,SC,[]
88130405,Ponte do Imaruim,88130405,Palhoça,,Rua Vicente Pamplona,SC,[]
89036770,Velha,89036770,Blumenau,,Rua César Silveira,SC,[]
89230345,João Costa,89230345,Joinville,,Rua José João Barcelos,SC,[]
88075080,Estreito,88075080,Florianópolis,,Rua Secundino Peixoto,SC,[]
88119329,Potecas,88119329,São José,,Rua Almiro Francisco Ramos Filho,SC,[]
88310160,Cordeiros,88310160,Itajaí,- até 790/791,Rua São Cristóvão,SC,[]
88135200,Aririú,88135200,Palhoça,,Rua Leopoldo Schutz,SC,[]
88075020,Estreito,88075020,Florianópolis,,Rua Visconde de Cairú,SC,[]
89227012,Iririú,89227012,Joinville,,Rua Manaus,SC,[]
89228520,Espinheiros,89228520,Joinville,,Rua Miguel Inácio da Silva,SC,[]
88345231,Areias,88345231,Camboriú,,Rua Agenor de Borba,SC,[]
88316001,Itaipava,88316001,Itajaí,- até 3271 - lado ímpar,Rodovia Antônio Heil,SC,[]
88337340,Municípios,88337340,Balneário Camboriú,,Rua Campo Erê,SC,[]
89210450,Itaum,89210450,Joinville,,Rua Campo Erê,SC,[]
89871000,,89871000,Serra Alta,,,SC,[]
88103213,Centro,88103213,São José,,Rua Waldir Tolentino Rosar,SC,[]
89834000,,89834000,Ouro Verde,,,SC,[]
88512200,São Luiz,88512200,Lages,- até 499/500,Rua Nelson Carneiro Borges,SC,[]
89020450,Garcia,89020450,Blumenau,,Rua Achiles Jacobsen,SC,[]
88801018,Centro,88801018,Criciúma,,Travessa Antônio Augusto Althoff,SC,[]
88357100,Águas Claras,88357100,Brusque,- até 276/277,Rua Augusto Klapoth,SC,[]
88106840,São Luiz,88106840,São José,,Rua Manoel Porto Filho,SC,[]
88352145,Santa Rita,88352145,Brusque,,Rua Antônio Weber,SC,[]
89210050,Itaum,89210050,Joinville,- de 272/273 ao fim,Rua Botafogo,SC,[]
88133322,Jardim Eldorado,88133322,Palhoça,,Rua Célio Weber,SC,[]
89220090,Costa e Silva,89220090,Joinville,,Rua Bem-Te-Vi,SC,[]
89023790,Valparaiso,89023790,Blumenau,,Rua Blandina Machado Compiani,SC,[]
88355210,Steffen,88355210,Brusque,,Rua João Batista Torrezani,SC,[]
88512113,Santo Antônio,88512113,Lages,- de 292/293 ao fim,Rua dos Franciscanos,SC,[]
89257207,Vieira,89257207,Jaraguá do Sul,- de 1101/1102 a 2699/2700,Rua Manoel Francisco da Costa,SC,[]
89253720,São Luís,89253720,Jaraguá do Sul,,Rua Cecília Pscheidt,SC,[]
88813582,Argentina,88813582,Criciúma,,Rua das Orquídeas,SC,[]
89230650,Ulysses Guimarães,89230650,Joinville,,Rua Professor Avelino Marcante,SC,[]
89235890,Paranaguamirim,89235890,Joinville,,Rua Padre Aloisius Helmann,SC,[]
88352165,Santa Rita,88352165,Brusque,,Rua Pomerode,SC,[]
89070471,Itoupavazinha,89070471,Blumenau,- de 1217/1218 a 2224/2225,Rua Johann Sachse,SC,[]
88015220,Centro,88015220,Florianópolis,,Rua Feliciano Nunes Pires,SC,[]
89228830,Espinheiros,89228830,Joinville,,Rua Evaristo João Heck,SC,[]
89037385,Água Verde,89037385,Blumenau,,Rua Sabiá,SC,[]
89226350,Aventureiro,89226350,Joinville,,Rua Guilherme Klein,SC,[]
88061400,Barra da Lagoa,88061400,Florianópolis,,Rua Laurindo José de Souza,SC,[]
88516240,Caroba,88516240,Lages,,Rua da Horta,SC,[]
88310415,Cordeiros,88310415,Itajaí,,Rua Antônio de Souza,SC,[]
89235540,Boehmerwald,89235540,Joinville,,Rua Sérgio Luiz Soares,SC,[]
89040400,Velha Central,89040400,Blumenau,,Rua Divinópolis,SC,[]
88070650,Canto,88070650,Florianópolis,,Rua Afonso Pena,SC,[]
89735000,,89735000,Lindóia do Sul,,,SC,[]
89765000,,89765000,Paial,,,SC,[]
88904262,Lagoão,88904262,Araranguá,,Rua José Baldoino Florentino,SC,[]
89058010,Fortaleza Alta,89058010,Blumenau,- de 334/335 ao fim,Rua Samuel Morse,SC,[]
89065200,Salto do Norte,89065200,Blumenau,,Rua Marechal Rondon,SC,[]
88803601,Recanto Verde,88803601,Criciúma,,Rua Ana Etelvina Rodrigues Manganelli,SC,[]
88058240,Ingleses do Rio Vermelho,88058240,Florianópolis,,Rua Albatroz,SC,[]
88345536,Santa Regina,88345536,Camboriú,- até 324/325,Rua Roma,SC,[]
89207415,Guanabara,89207415,Joinville,,Rua Agronômica,SC,[]
88357101,Santa Luzia,88357101,Brusque,- de 278/279 a 426/427,Rua Augusto Klapoth,SC,[]
88058195,Ingleses do Rio Vermelho,88058195,Florianópolis,,Servidão Manoel Alves Cabral,SC,[]
89217770,Costa e Silva,89217770,Joinville,,Rua Erwin Seiller,SC,[]
89232110,Boehmerwald,89232110,Joinville,,Rua João Filete de Oliveira,SC,[]
88460000,,88460000,Angelina,,,SC,[]
88066575,Armação do Pântano do Sul,88066575,Florianópolis,,Servidão Osnildo Leôncio Duarte,SC,[]
88805365,Universitário,88805365,Criciúma,,Rua São João Batista,SC,[]
88590970,Centro,88590970,Anita Garibaldi,,Rua Otácilio Granzotto 41,SC,[]
89216110,Glória,89216110,Joinville,,Rua Bento Gonçalves,SC,[]
88113459,Real Parque,88113459,São José,,Rua Francisco Alves,SC,[]
88125000,,88125000,São Pedro de Alcântara,,,SC,[]
89700252,Cinquentenário,89700252,Concórdia,,Rua Hans Dieter Schmidt,SC,[]
89027610,Progresso,89027610,Blumenau,,Rua Euclides Antônio de Souza,SC,[]
89805572,Passo dos Fortes,89805572,Chapecó,- de 2361/2362 ao fim,Rua Borges de Medeiros - E,SC,[]
88359501,Dom Joaquim,88359501,Brusque,,Rua DJ - 025,SC,[]
89813040,Seminário,89813040,Chapecó,,Rua Kasulo,SC,[]
88509589,Coral,88509589,Lages,,Rua Euclides Martins da Silva,SC,[]
89020520,Garcia,89020520,Blumenau,,Rua Inácio Busnardo,SC,[]
88107100,Forquilhas,88107100,São José,,Rua Antônio Jovita Duarte,SC,[]
88034101,Itacorubi,88034101,Florianópolis,- até 1310/1311,Rodovia Amaro Antônio Vieira,SC,[]
88817200,Vila Zuleima,88817200,Criciúma,,Rua Maria Salete Pereira Machado,SC,[]
88804790,Jardim Angélica,88804790,Criciúma,,Rua Fernando Zanatta,SC,[]
88805160,Pinheirinho,88805160,Criciúma,,Rua Zacarias Acácio Gomes,SC,[]
88813155,Brasília,88813155,Criciúma,,Rua Vitória,SC,[]
88804090,Santa Bárbara,88804090,Criciúma,,Rua Vicente Nunes Barcelos,SC,[]
88819085,Metropol,88819085,Criciúma,- até 294/295,Rua Hercílio Pirola,SC,[]
89037506,Água Verde,89037506,Blumenau,,Rua Hermann Spernau,SC,[]
88806120,Promorar Vila Vitória,88806120,Criciúma,,Rua João Serafim,SC,[]
89066262,Itoupava Central,89066262,Blumenau,,Rua Melchior Barbieri,SC,[]
89069004,Itoupava Central,89069004,Blumenau,- de 10141 a 13665 - lado ímpar,Rua Doutor Pedro Zimmermann,SC,[]
88130815,Ponte do Imaruim,88130815,Palhoça,,Rua Artur Osório de Araújo,SC,[]
88062130,Lagoa da Conceição,88062130,Florianópolis,,Rua Manoel Isidoro da Silveira,SC,[]
88338250,Nações,88338250,Balneário Camboriú,- até 659/660,Rua Jamaica,SC,[]
89801328,Presidente Médici,89801328,Chapecó,- de 705/706 ao fim,Rua São Francisco - E,SC,[]
88358020,Cedrinho,88358020,Brusque,- de 305/306 a 1228/1229,Rua Alberto Klabunde,SC,[]
88034330,Itacorubi,88034330,Florianópolis,,Rua Quilombo,SC,[]
88025216,Agronômica,88025216,Florianópolis,,Servidão Daniel Gomes Caldeira,SC,[]
88056752,Ponta das Canas,88056752,Florianópolis,,Servidão Manoel Cipriano da Silva,SC,[]
88034166,Itacorubi,88034166,Florianópolis,,Servidão Izidoro Braz da Silva,SC,[]
88090000,Capoeiras,88090000,Florianópolis,- até 2924/2925,Rua Prefeito Dib Cherem,SC,[]
88106785,Forquilhinha,88106785,São José,,Rua Pedro Paulo de Abreu,SC,[]
89230648,Ulysses Guimarães,89230648,Joinville,,Rua Dilson Funaro,SC,[]
89814650,Palmital,89814650,Chapecó,- de 101/102 ao fim,Avenida Irineu Bornhausen,SC,[]
89040090,Velha,89040090,Blumenau,,Rua Bruno Hildebrand,SC,[]
89126000,,89126000,Doutor Pedrinho,,,SC,[]
88135255,Aririú,88135255,Palhoça,,Rua José Domingos de Medeiros,SC,[]
89260200,Barra do Rio Cerro,89260200,Jaraguá do Sul,,Rua Padre Aluísio Boeing,SC,[]
89218325,Costa e Silva,89218325,Joinville,- de 538/539 ao fim,Rua Carlos Willy Boehm,SC,[]
89053600,Itoupava Norte,89053600,Blumenau,- lado par,Rua Vereador Romário da Conceição Badia,SC,[]
89074540,Testo Salto,89074540,Blumenau,,Rua Trindade,SC,[]
88311225,Cordeiros,88311225,Itajaí,- até 348/349,Rua Francisca Machado,SC,[]
89226120,Aventureiro,89226120,Joinville,,Rua Rudolfo Finder,SC,[]
88509130,São Cristóvão,88509130,Lages,,Rua Paraíba,SC,[]
89227701,Iririú,89227701,Joinville,- de 4471 ao fim - lado ímpar,Rua Albano Schmidt,SC,[]
88054130,Canasvieiras,88054130,Florianópolis,,Rua do Kalifa,SC,[]
88090210,Monte Cristo,88090210,Florianópolis,- até 319/320,Rua José Antônio Tonolli,SC,[]
89204120,América,89204120,Joinville,- de 274/275 ao fim,Rua Capinzal,SC,[]
89288025,Colonial,89288025,São Bento do Sul,,Rua Carlos Pscheidt,SC,[]
89070608,Badenfurt,89070608,Blumenau,,Rua Gerson Valdir Bressanini,SC,[]
88353468,Azambuja,88353468,Brusque,,Rua Domingos Polli,SC,[]
88356001,Limeira Baixa,88356001,Brusque,- de 973/974 a 1250/1251,Rua Alberto Mueller,SC,[]
88132237,Pagani,88132237,Palhoça,,Rua Verona,SC,[]
88168746,Areias de Cima (Guaporanga),88168746,Biguaçu,,Rua José Nascimento dos Reis,SC,[]
88015140,Centro,88015140,Florianópolis,,Rua São Francisco,SC,[]
89815405,Santo Antônio,89815405,Chapecó,- até 1394 - lado par,Rua Vicente Cunha,SC,[]
88505262,Petrópolis,88505262,Lages,,Rua Mondaí,SC,[]
89490000,,89490000,Três Barras,,,SC,[]
89015640,Vorstadt,89015640,Blumenau,,Rua Ananias da Silva,SC,[]
89021130,Garcia,89021130,Blumenau,,Rua Nova Trento,SC,[]
89215260,Morro do Meio,89215260,Joinville,,Rua Rosa Neves Sequinel da Silva,SC,[]
89050560,Ponta Aguda,89050560,Blumenau,,Rua Arthur Mueller,SC,[]
89022200,Garcia,89022200,Blumenau,,Rua Itaipú,SC,[]
88812860,Linha Batista,88812860,Criciúma,,Rodovia Leonardo Bialeck,SC,[]
88040420,Carvoeira,88040420,Florianópolis,,Rua José João Martendal,SC,[]
89222300,Bom Retiro,89222300,Joinville,,Rua João Pieper,SC,[]
88809200,Operária Nova,88809200,Criciúma,- lado par,Rua Martin Afonso de Souza,SC,[]
88330503,Centro,88330503,Balneário Camboriú,,Rua 1542,SC,[]
88512612,Araucária,88512612,Lages,,Rua Juraci Françosi,SC,[]
88440000,,88440000,Imbuia,,,SC,[]
89167580,Albertina,89167580,Rio do Sul,,Rua João Eifler,SC,[]
88134760,Aririú da Formiga,88134760,Palhoça,,Rua Fábio Sumar,SC,[]
88524010,Jardim Panorâmico,88524010,Lages,,Avenida Edézio Caon,SC,[]
89040290,Velha Central,89040290,Blumenau,,Rua Quixabas,SC,[]
88357110,Ponta Russa,88357110,Brusque,- de 00274/275 ao fim,Rua Ponta Russa,SC,[]
88025030,Agronômica,88025030,Florianópolis,,Rua José Pedro Gil,SC,[]
88806305,Cidade Mineira Velha,88806305,Criciúma,,Rua Vicente Marcelino,SC,[]
88702475,Oficinas,88702475,Tubarão,,Rua Sabino Favarin,SC,[]
88102130,Kobrasol,88102130,São José,,Rua Sílvia Maria Fabro,SC,[]
89226578,Jardim Paraíso,89226578,Joinville,,Rua Puppis,SC,[]
89215182,Morro do Meio,89215182,Joinville,,Rua Lituânia,SC,[]
88131090,Centro,88131090,Palhoça,,Rua Jovino Correia da Silva,SC,[]
88052800,Vargem Grande,88052800,Florianópolis,,Rua das Goiabas,SC,[]
89254207,Três Rios do Sul,89254207,Jaraguá do Sul,,Rua Ovidio Spezia,SC,[]
88502210,Centro,88502210,Lages,- até 99/100,Rua Fausto de Souza,SC,[]
88521755,Pisani,88521755,Lages,,Rua Alziro Alves da Silva,SC,[]
89207570,Guanabara,89207570,Joinville,,Rua Capistrano de Abreu,SC,[]
88901272,Jardim Cibeli,88901272,Araranguá,,Rua Francisco Anastácio,SC,[]
88817160,Vila Zuleima,88817160,Criciúma,,Rua Joelson Laureano,SC,[]
